confirm_id,trade_id,symbol,side,quantity,price,venue,status,fees,timestamp_ns
CFM_000081,INT_000081,PG,Sell,7915,401.44,NYSE,confirmed,7.15,1700000000081000000
CFM_000082,INT_000082,NVDA,Buy,2066,351.19,NYSE,confirmed,4.88,1700000000082000000
CFM_000083,INT_000083,V,Buy,5740,161.44,NYSE,confirmed,1.5,1700000000083000000
CFM_000084,INT_000084,V,Sell,5772,64.25,NYSE,confirmed,13.55,1700000000084000000
CFM_000085,INT_000085,WMT,Buy,831,328.51,NYSE,confirmed,11.13,1700000000085000000
CFM_000086,INT_000086,NVDA,Sell,9701,365.82,NASDAQ,confirmed,7.04,1700000000086000000
CFM_000087,INT_000087,MA,Sell,3064,446.93,NASDAQ,confirmed,3.36,1700000000087000000
CFM_000088,INT_000088,HD,Buy,6677,291.13,NASDAQ,confirmed,14.66,1700000000088000000
CFM_000089,INT_000089,XOM,Sell,5326,57.46,NASDAQ,confirmed,3.8,1700000000089000000
CFM_000090,INT_000090,HD,Sell,4368,410.84,NYSE,confirmed,11.89,1700000000090000000
CFM_000091,INT_000091,MSFT,Buy,4922,115.66,NASDAQ,confirmed,11.8,1700000000091000000
CFM_000092,INT_000092,HD,Sell,4277,330.01,NASDAQ,confirmed,4.54,1700000000092000000
CFM_000093,INT_000093,HD,Buy,1889,464.37,NYSE,confirmed,2.05,1700000000093000000
CFM_000094,INT_000094,XOM,Buy,8282,295.56,NASDAQ,confirmed,9.36,1700000000094000000
CFM_000095,INT_000095,KO,Buy,3518,481.72,NYSE,confirmed,5.86,1700000000095000000
CFM_000096,INT_000096,V,Buy,8671,188.01,NYSE,confirmed,1.96,1700000000096000000
CFM_000097,INT_000097,V,Sell,625,434.79,NASDAQ,confirmed,7.14,1700000000097000000
CFM_000098,INT_000098,UNH,Buy,1525,441.79,NASDAQ,confirmed,4.65,1700000000098000000
CFM_000099,INT_000099,META,Sell,3079,185.85,NASDAQ,confirmed,13.67,1700000000099000000
CFM_000100,INT_000100,BAC,Sell,2692,51.46,NYSE,confirmed,12.54,1700000000100000000
CFM_000101,INT_000101,V,Sell,6408,330.34,NYSE,confirmed,10.12,1700000000101000000
CFM_000102,INT_000102,HD,Sell,112,270.59,NYSE,confirmed,4.07,1700000000102000000
CFM_000103,INT_000103,BAC,Buy,4535,232.47,NYSE,confirmed,12.12,1700000000103000000
CFM_000104,INT_000104,V,Sell,7747,363.08,NYSE,confirmed,12.04,1700000000104000000
CFM_000105,INT_000105,JPM,Buy,853,248.67,NASDAQ,confirmed,2.07,1700000000105000000
CFM_000106,INT_000106,NVDA,Sell,2196,83.55,NYSE,confirmed,11.23,1700000000106000000
CFM_000107,INT_000107,AAPL,Buy,2720,180.98,NYSE,confirmed,7.57,1700000000107000000
CFM_000108,INT_000108,UNH,Buy,6284,281.57,NASDAQ,confirmed,6.82,1700000000108000000
CFM_000109,INT_000109,MSFT,Sell,4430,104.83,NYSE,confirmed,10.27,1700000000109000000
CFM_000110,INT_000110,JNJ,Sell,5902,378.87,NYSE,confirmed,2.54,1700000000110000000
CFM_000111,INT_000111,V,Buy,5396,457.16,NASDAQ,confirmed,8.5,1700000000111000000
CFM_000112,INT_000112,WMT,Buy,6124,377.16,NYSE,confirmed,8.7,1700000000112000000
CFM_000113,INT_000113,V,Buy,4991,316.69,NYSE,confirmed,1.74,1700000000113000000
CFM_000114,INT_000114,HD,Buy,1691,342.68,NYSE,confirmed,8.77,1700000000114000000
CFM_000115,INT_000115,KO,Sell,8263,100.81,NYSE,confirmed,4.62,1700000000115000000
CFM_000116,INT_000116,MSFT,Buy,8418,482.66,NASDAQ,confirmed,13.57,1700000000116000000
CFM_000117,INT_000117,HD,Buy,9520,104.45,NYSE,confirmed,6.48,1700000000117000000
CFM_000118,INT_000118,TSLA,Buy,1987,422.98,NYSE,confirmed,2.07,1700000000118000000
CFM_000119,INT_000119,BAC,Buy,2502,73.24,NASDAQ,confirmed,10.68,1700000000119000000
CFM_000120,INT_000120,JNJ,Sell,6616,213.79,NASDAQ,confirmed,8.38,1700000000120000000
CFM_000121,INT_000121,CVX,Buy,7601,133.98,NYSE,confirmed,4.09,1700000000121000000
CFM_000122,INT_000122,UNH,Sell,5366,477.24,NYSE,confirmed,13.74,1700000000122000000
CFM_000123,INT_000123,BAC,Sell,9458,105.69,NASDAQ,confirmed,3.28,1700000000123000000
CFM_000124,INT_000124,TSLA,Buy,9180,344.58,NYSE,confirmed,1.93,1700000000124000000
CFM_000125,INT_000125,GOOG,Sell,2261,147.98,NASDAQ,confirmed,6.34,1700000000125000000
CFM_000126,INT_000126,CVX,Buy,3873,180.42,NASDAQ,confirmed,14.04,1700000000126000000
CFM_000127,INT_000127,AAPL,Buy,2427,446.63,NASDAQ,confirmed,6.22,1700000000127000000
CFM_000128,INT_000128,UNH,Sell,1348,333.38,NYSE,confirmed,0.65,1700000000128000000
CFM_000129,INT_000129,TSLA,Sell,4055,471.78,NASDAQ,confirmed,2.8,1700000000129000000
CFM_000130,INT_000130,CVX,Sell,7235,409.93,NASDAQ,confirmed,7.37,1700000000130000000
CFM_000131,INT_000131,AAPL,Sell,2215,328.59,NYSE,confirmed,9.95,1700000000131000000
CFM_000132,INT_000132,HD,Sell,6999,368.75,NASDAQ,confirmed,4.88,1700000000132000000
CFM_000133,INT_000133,CVX,Sell,7985,438.47,NYSE,confirmed,1.08,1700000000133000000
CFM_000134,INT_000134,V,Buy,4795,429.28,NYSE,confirmed,0.8,1700000000134000000
CFM_000135,INT_000135,NVDA,Buy,6078,434.51,NYSE,confirmed,10.47,1700000000135000000
CFM_000136,INT_000136,KO,Sell,2379,177.65,NASDAQ,confirmed,12.16,1700000000136000000
CFM_000137,INT_000137,TSLA,Sell,4540,132.28,NASDAQ,confirmed,4.7,1700000000137000000
CFM_000138,INT_000138,MSFT,Sell,8723,316.67,NYSE,confirmed,9.11,1700000000138000000
CFM_000139,INT_000139,PG,Sell,3842,311.42,NASDAQ,confirmed,10.64,1700000000139000000
CFM_000140,INT_000140,JPM,Buy,9043,126.17,NYSE,confirmed,13.66,1700000000140000000
CFM_000141,INT_000141,NVDA,Buy,7537,297.18,NASDAQ,confirmed,7.98,1700000000141000000
CFM_000142,INT_000142,PG,Buy,4502,131.29,NYSE,confirmed,5.61,1700000000142000000
CFM_000143,INT_000143,WMT,Buy,1305,284.48,NASDAQ,confirmed,8.89,1700000000143000000
CFM_000144,INT_000144,MSFT,Buy,6995,356.76,NYSE,confirmed,10.28,1700000000144000000
CFM_000145,INT_000145,NVDA,Sell,4096,190.61,NASDAQ,confirmed,10.94,1700000000145000000
CFM_000146,INT_000146,MA,Buy,7698,492.53,NYSE,confirmed,7.69,1700000000146000000
CFM_000147,INT_000147,MA,Buy,9161,298.21,NASDAQ,confirmed,8.71,1700000000147000000
CFM_000148,INT_000148,HD,Sell,3251,402.01,NASDAQ,confirmed,5.98,1700000000148000000
CFM_000149,INT_000149,JNJ,Sell,2062,395.91,NYSE,confirmed,8.43,1700000000149000000
CFM_000150,INT_000150,AAPL,Sell,9493,211.28,NASDAQ,confirmed,8.51,1700000000150000000
CFM_000151,INT_000151,MA,Sell,2816,123.3,NASDAQ,confirmed,8.95,1700000000151000000
CFM_000152,INT_000152,V,Buy,3223,417.71,NYSE,confirmed,10.77,1700000000152000000
CFM_000153,INT_000153,V,Buy,5761,182.37,NASDAQ,confirmed,3.52,1700000000153000000
CFM_000154,INT_000154,MA,Buy,1640,61.66,NASDAQ,confirmed,7.72,1700000000154000000
CFM_000155,INT_000155,V,Buy,3784,489.8,NASDAQ,confirmed,3.83,1700000000155000000
CFM_000156,INT_000156,MA,Buy,5501,380.29,NASDAQ,confirmed,1.44,1700000000156000000
CFM_000157,INT_000157,JPM,Sell,2342,113.3,NASDAQ,confirmed,2.45,1700000000157000000
CFM_000158,INT_000158,PG,Sell,657,496.87,NYSE,confirmed,13.31,1700000000158000000
CFM_000159,INT_000159,META,Buy,8939,100.42,NYSE,confirmed,6.9,1700000000159000000
CFM_000160,INT_000160,XOM,Buy,5798,475.04,NASDAQ,confirmed,10.28,1700000000160000000
CFM_000161,INT_000161,V,Buy,1976,81.77,NYSE,confirmed,6.9,1700000000161000000
CFM_000162,INT_000162,V,Sell,4010,390.84,NASDAQ,confirmed,13.42,1700000000162000000
CFM_000163,INT_000163,NVDA,Buy,1446,187.62,NYSE,confirmed,3.96,1700000000163000000
CFM_000164,INT_000164,AMZN,Buy,8776,276.74,NYSE,confirmed,14.62,1700000000164000000
CFM_000165,INT_000165,GOOG,Sell,5487,401.66,NASDAQ,confirmed,10.26,1700000000165000000
CFM_000166,INT_000166,AAPL,Buy,3858,416.32,NYSE,confirmed,7.89,1700000000166000000
CFM_000167,INT_000167,AAPL,Buy,6850,184.03,NASDAQ,confirmed,10.87,1700000000167000000
CFM_000168,INT_000168,GOOG,Buy,2123,80.48,NYSE,confirmed,4.92,1700000000168000000
CFM_000169,INT_000169,GS,Buy,8922,89.26,NYSE,confirmed,2.45,1700000000169000000
CFM_000170,INT_000170,GS,Sell,1036,241.08,NASDAQ,confirmed,8.23,1700000000170000000
CFM_000171,INT_000171,NVDA,Buy,1062,176.7,NASDAQ,confirmed,13.0,1700000000171000000
CFM_000172,INT_000172,AAPL,Buy,2113,483.19,NASDAQ,confirmed,3.22,1700000000172000000
CFM_000173,INT_000173,BAC,Sell,4201,145.87,NYSE,confirmed,4.95,1700000000173000000
CFM_000174,INT_000174,TSLA,Buy,720,235.11,NYSE,confirmed,13.13,1700000000174000000
CFM_000175,INT_000175,AAPL,Sell,6483,50.87,NYSE,confirmed,9.62,1700000000175000000
CFM_000176,INT_000176,AMZN,Buy,2008,155.49,NASDAQ,confirmed,5.34,1700000000176000000
CFM_000177,INT_000177,WMT,Sell,2191,71.3,NASDAQ,confirmed,11.52,1700000000177000000
CFM_000178,INT_000178,TSLA,Buy,3811,318.56,NASDAQ,confirmed,6.64,1700000000178000000
CFM_000179,INT_000179,WMT,Buy,1404,270.1,NYSE,confirmed,10.81,1700000000179000000
CFM_000180,INT_000180,KO,Sell,9082,457.8,NASDAQ,confirmed,7.62,1700000000180000000
CFM_000181,INT_000181,PG,Sell,6089,439.15,NYSE,confirmed,7.75,1700000000181000000
CFM_000182,INT_000182,WMT,Buy,2120,405.43,NYSE,confirmed,8.23,1700000000182000000
CFM_000183,INT_000183,HD,Buy,7488,339.45,NYSE,confirmed,1.1,1700000000183000000
CFM_000184,INT_000184,XOM,Sell,3693,67.48,NASDAQ,confirmed,2.2,1700000000184000000
CFM_000185,INT_000185,GS,Sell,5606,382.67,NASDAQ,confirmed,13.98,1700000000185000000
CFM_000186,INT_000186,MSFT,Sell,3669,176.25,NYSE,confirmed,7.73,1700000000186000000
CFM_000187,INT_000187,HD,Sell,5116,377.56,NYSE,confirmed,4.1,1700000000187000000
CFM_000188,INT_000188,AMZN,Sell,7947,412.19,NASDAQ,confirmed,9.49,1700000000188000000
CFM_000189,INT_000189,HD,Buy,8846,336.9,NYSE,confirmed,10.09,1700000000189000000
CFM_000190,INT_000190,TSLA,Buy,5936,455.24,NASDAQ,confirmed,9.21,1700000000190000000
CFM_000191,INT_000191,JPM,Buy,7350,86.52,NASDAQ,confirmed,4.15,1700000000191000000
CFM_000192,INT_000192,JNJ,Buy,8473,191.31,NASDAQ,confirmed,13.5,1700000000192000000
CFM_000193,INT_000193,AAPL,Buy,903,382.5,NYSE,confirmed,11.63,1700000000193000000
CFM_000194,INT_000194,NVDA,Sell,9167,345.53,NYSE,confirmed,1.3,1700000000194000000
CFM_000195,INT_000195,MA,Sell,5715,373.54,NYSE,confirmed,10.27,1700000000195000000
CFM_000196,INT_000196,GS,Sell,600,252.58,NASDAQ,confirmed,7.11,1700000000196000000
CFM_000197,INT_000197,XOM,Buy,2228,488.73,NYSE,confirmed,11.55,1700000000197000000
CFM_000198,INT_000198,GOOG,Buy,7473,400.83,NYSE,confirmed,13.92,1700000000198000000
CFM_000199,INT_000199,AAPL,Sell,8111,391.92,NYSE,confirmed,14.81,1700000000199000000
CFM_000200,INT_000200,META,Sell,6605,97.54,NASDAQ,confirmed,5.82,1700000000200000000
CFM_000201,INT_000201,PG,Buy,4589,92.65,NYSE,confirmed,14.31,1700000000201000000
CFM_000202,INT_000202,BAC,Sell,6708,267.56,NASDAQ,confirmed,4.23,1700000000202000000
CFM_000203,INT_000203,GS,Buy,7110,106.74,NASDAQ,confirmed,4.86,1700000000203000000
CFM_000204,INT_000204,PG,Buy,4249,303.33,NASDAQ,confirmed,7.32,1700000000204000000
CFM_000205,INT_000205,AMZN,Buy,1934,275.94,NASDAQ,confirmed,11.79,1700000000205000000
CFM_000206,INT_000206,JPM,Buy,2582,196.83,NYSE,confirmed,10.55,1700000000206000000
CFM_000207,INT_000207,BAC,Buy,487,258.61,NYSE,confirmed,4.97,1700000000207000000
CFM_000208,INT_000208,UNH,Sell,8695,304.83,NASDAQ,confirmed,10.03,1700000000208000000
CFM_000209,INT_000209,GS,Buy,3512,337.59,NYSE,confirmed,4.28,1700000000209000000
CFM_000210,INT_000210,JPM,Buy,7612,249.04,NYSE,confirmed,4.29,1700000000210000000
CFM_000211,INT_000211,HD,Buy,4656,260.2,NASDAQ,confirmed,12.9,1700000000211000000
CFM_000212,INT_000212,AMZN,Buy,3149,76.63,NASDAQ,confirmed,11.63,1700000000212000000
CFM_000213,INT_000213,BAC,Buy,2236,161.36,NASDAQ,confirmed,13.87,1700000000213000000
CFM_000214,INT_000214,UNH,Sell,1597,279.55,NYSE,confirmed,2.91,1700000000214000000
CFM_000215,INT_000215,MA,Buy,7786,75.59,NYSE,confirmed,4.43,1700000000215000000
CFM_000216,INT_000216,WMT,Sell,3250,377.98,NYSE,confirmed,5.63,1700000000216000000
CFM_000217,INT_000217,UNH,Sell,4859,62.75,NASDAQ,confirmed,3.54,1700000000217000000
CFM_000218,INT_000218,TSLA,Sell,1507,443.9,NYSE,confirmed,3.48,1700000000218000000
CFM_000219,INT_000219,MSFT,Sell,4234,99.15,NYSE,confirmed,2.15,1700000000219000000
CFM_000220,INT_000220,AAPL,Buy,464,220.63,NASDAQ,confirmed,1.99,1700000000220000000
CFM_000221,INT_000221,UNH,Buy,874,402.83,NASDAQ,confirmed,13.13,1700000000221000000
CFM_000222,INT_000222,META,Buy,5077,169.15,NASDAQ,confirmed,11.87,1700000000222000000
CFM_000223,INT_000223,WMT,Buy,5998,417.34,NASDAQ,confirmed,10.21,1700000000223000000
CFM_000224,INT_000224,V,Sell,1974,105.66,NASDAQ,confirmed,2.08,1700000000224000000
CFM_000225,INT_000225,V,Sell,4435,380.55,NASDAQ,confirmed,11.99,1700000000225000000
CFM_000226,INT_000226,MSFT,Sell,5407,191.56,NASDAQ,confirmed,11.57,1700000000226000000
CFM_000227,INT_000227,V,Buy,6587,288.49,NASDAQ,confirmed,1.37,1700000000227000000
CFM_000228,INT_000228,AMZN,Sell,9521,417.66,NASDAQ,confirmed,14.53,1700000000228000000
CFM_000229,INT_000229,META,Buy,2198,137.68,NASDAQ,confirmed,9.1,1700000000229000000
CFM_000230,INT_000230,MA,Buy,3389,477.05,NASDAQ,confirmed,13.2,1700000000230000000
CFM_000231,INT_000231,META,Buy,5516,62.61,NASDAQ,confirmed,5.08,1700000000231000000
CFM_000232,INT_000232,PG,Buy,9609,358.76,NASDAQ,confirmed,12.22,1700000000232000000
CFM_000233,INT_000233,MA,Sell,4838,460.43,NASDAQ,confirmed,3.12,1700000000233000000
CFM_000234,INT_000234,PG,Sell,8016,267.09,NASDAQ,confirmed,11.79,1700000000234000000
CFM_000235,INT_000235,GS,Sell,4344,407.45,NYSE,confirmed,0.99,1700000000235000000
CFM_000236,INT_000236,JNJ,Sell,876,71.96,NYSE,confirmed,6.1,1700000000236000000
CFM_000237,INT_000237,CVX,Buy,6402,183.94,NASDAQ,confirmed,2.33,1700000000237000000
CFM_000238,INT_000238,WMT,Sell,5990,411.05,NASDAQ,confirmed,7.21,1700000000238000000
CFM_000239,INT_000239,JPM,Sell,4765,343.95,NASDAQ,confirmed,0.8,1700000000239000000
CFM_000240,INT_000240,AMZN,Buy,1997,59.96,NASDAQ,confirmed,0.85,1700000000240000000
CFM_000241,INT_000241,META,Sell,4159,414.42,NASDAQ,confirmed,11.1,1700000000241000000
CFM_000242,INT_000242,KO,Sell,723,91.66,NASDAQ,confirmed,1.38,1700000000242000000
CFM_000243,INT_000243,KO,Buy,2325,429.08,NASDAQ,confirmed,7.3,1700000000243000000
CFM_000244,INT_000244,WMT,Buy,6516,478.49,NASDAQ,confirmed,10.19,1700000000244000000
CFM_000245,INT_000245,AMZN,Sell,4870,140.58,NASDAQ,confirmed,11.72,1700000000245000000
CFM_000246,INT_000246,NVDA,Buy,6100,76.42,NYSE,confirmed,11.37,1700000000246000000
CFM_000247,INT_000247,HD,Sell,4049,353.29,NASDAQ,confirmed,14.24,1700000000247000000
CFM_000248,INT_000248,TSLA,Sell,9132,307.94,NYSE,confirmed,10.44,1700000000248000000
CFM_000249,INT_000249,JPM,Sell,1497,403.86,NASDAQ,confirmed,9.08,1700000000249000000
CFM_000250,INT_000250,GS,Sell,4311,201.26,NASDAQ,confirmed,9.27,1700000000250000000
CFM_000251,INT_000251,MA,Sell,7487,379.87,NYSE,confirmed,3.01,1700000000251000000
CFM_000252,INT_000252,NVDA,Buy,8087,369.33,NASDAQ,confirmed,10.38,1700000000252000000
CFM_000253,INT_000253,TSLA,Sell,1754,288.09,NYSE,confirmed,12.83,1700000000253000000
CFM_000254,INT_000254,GS,Buy,2654,145.97,NYSE,confirmed,6.22,1700000000254000000
CFM_000255,INT_000255,TSLA,Sell,6358,96.06,NASDAQ,confirmed,13.81,1700000000255000000
CFM_000256,INT_000256,GS,Buy,4544,490.32,NASDAQ,confirmed,11.06,1700000000256000000
CFM_000257,INT_000257,UNH,Sell,6016,94.68,NYSE,confirmed,8.51,1700000000257000000
CFM_000258,INT_000258,JPM,Buy,2021,484.17,NASDAQ,confirmed,0.59,1700000000258000000
CFM_000259,INT_000259,TSLA,Buy,8724,373.31,NYSE,confirmed,1.05,1700000000259000000
CFM_000260,INT_000260,BAC,Sell,9638,210.43,NYSE,confirmed,6.91,1700000000260000000
CFM_000261,INT_000261,JNJ,Sell,7899,407.57,NYSE,confirmed,3.49,1700000000261000000
CFM_000262,INT_000262,NVDA,Sell,4351,147.66,NYSE,confirmed,12.39,1700000000262000000
CFM_000263,INT_000263,WMT,Buy,2192,371.95,NYSE,confirmed,9.31,1700000000263000000
CFM_000264,INT_000264,HD,Buy,1317,421.19,NASDAQ,confirmed,2.24,1700000000264000000
CFM_000265,INT_000265,AAPL,Buy,6225,50.64,NASDAQ,confirmed,11.47,1700000000265000000
CFM_000266,INT_000266,MSFT,Sell,3183,452.32,NASDAQ,confirmed,14.33,1700000000266000000
CFM_000267,INT_000267,XOM,Sell,9336,349.92,NASDAQ,confirmed,14.58,1700000000267000000
CFM_000268,INT_000268,V,Buy,8148,80.73,NASDAQ,confirmed,7.41,1700000000268000000
CFM_000269,INT_000269,AMZN,Buy,5844,131.68,NYSE,confirmed,1.45,1700000000269000000
CFM_000270,INT_000270,WMT,Buy,506,349.37,NASDAQ,confirmed,1.25,1700000000270000000
CFM_000271,INT_000271,KO,Buy,3826,260.18,NYSE,confirmed,2.03,1700000000271000000
CFM_000272,INT_000272,TSLA,Sell,3168,450.09,NASDAQ,confirmed,14.15,1700000000272000000
